54,559,56,546,15,
54,559,55,567,9,
51,574,55,567,11,
43,542,56,546,17,
48,528,60,533,17,
55,513,66,508,16,
55,513,66,521,19,
46,514,55,513,10,
46,499,57,498,12,
57,498,68,495,14,
65,619,69,608,15,
65,619,78,614,18,
65,619,65,632,13,
65,632,78,630,15,
64,643,65,632,12,
64,643,65,651,9,
99,620,107,618,10,lummyEastCowGate
156,642,171,644,17,
171,644,172,652,11,
184,651,193,653,11,
193,653,208,653,15,
208,653,217,646,16,
214,631,217,646,18,
214,631,220,638,13,
214,631,224,632,13,
224,632,233,620,21,
233,620,243,610,20,
243,610,259,611,17,
130,625,138,617,16,
150,595,157,586,16,lummyNorthCowGate
142,584,157,586,17,
142,584,154,574,22,
154,574,169,571,18,
169,571,171,584,15,
157,586,171,584,16,
154,574,157,586,15,
138,617,153,615,17,
153,615,167,611,18,
190,592,199,605,22,
185,577,190,592,20,
185,577,185,562,17,
185,562,186,547,16,
186,547,196,535,22,
196,535,211,529,21,
211,529,218,515,21,
203,512,218,515,18,
186,514,203,512,19,
170,510,186,514,20,
162,508,170,510,10,
150,509,162,508,13,
134,510,150,509,17,
132,521,134,510,13,
131,535,132,521,15,
129,549,131,535,16,
124,561,129,549,17,
113,570,124,561,20,
98,574,113,570,19,
84,574,98,574,14,
129,549,140,555,17,
140,555,145,567,17,
134,575,145,567,161,
127,585,134,575,17,
120,596,127,585,18,
190,592,205,591,16,
205,591,211,577,20,
207,562,211,577,21,
207,562,211,551,15,draynorManorSouthDoor
199,605,205,591,20,
199,605,210,606,12,
205,591,210,606,20,
210,606,212,620,16,
212,620,214,631,13,
210,606,223,611,18,
223,611,232,610,10,
232,610,233,620,11,
232,610,243,610,11,
259,611,260,626,16,
260,626,260,642,16,
260,642,269,642,9,
269,642,269,658,16,
269,658,275,666,34,
275,666,284,676,19,
283,692,284,676,17,
283,692,286,707,18,
286,707,295,694,22,
283,692,295,694,14,
283,692,295,682,22,
295,682,295,694,14,
295,682,309,678,18,
284,676,297,665,24,
297,665,309,668,15,
309,668,309,678,10,
260,626,273,629,18,
273,629,277,644,23,
269,642,277,644,22,
277,644,284,652,15,
284,652,291,659,14,
291,659,297,665,12,
259,611,274,611,15,
274,611,283,619,17,
273,629,283,619,20,
203,512,204,497,16,
192,486,204,497,23,
202,487,204,497,12,
192,486,202,487,11,
202,487,203,483,5,brassKeyDoor
191,475,192,486,12,
174,478,191,475,20,
158,482,174,478,20,
158,482,171,490,21,
171,490,184,493,16,
184,493,192,486,15,
176,505,184,493,20,
176,505,186,514,19,
191,501,204,497,17,
184,493,191,501,15,
186,514,191,501,18,
162,508,176,505,17,
161,496,162,508,19,
150,509,150,502,7,
131,495,134,510,18,
131,495,142,487,19,
142,487,143,472,16,
143,472,146,457,18,
132,450,146,457,21,
118,455,132,450,19,
116,466,118,455,13,
116,466,116,474,8,
131,495,131,481,14,
131,481,131,475,6,
131,475,137,464,17,
129,461,137,464,11,
125,470,129,461,13,
125,470,131,475,11,
116,483,131,481,17,
109,482,116,483,8,
109,482,109,467,15,
109,467,110,451,17,
110,451,110,438,13,
109,482,109,496,14,
109,496,111,506,12,
111,506,119,511,13,
119,511,134,510,16,
119,511,120,519,9,
107,525,120,519,19,
104,510,119,511,18,
82,510,91,509,10,
82,510,82,496,14,
78,486,82,496,14,
78,486,83,475,16,
80,463,83,475,17,
73,452,80,463,18,
73,452,75,442,12,
83,475,88,486,16,
82,496,88,486,16,
91,509,99,520,19,
99,520,107,525,17,
118,540,129,549,20,
105,541,118,540,14,
89,541,105,541,16,
76,541,89,541,13,
72,545,76,541,8,
75,528,76,541,14,
75,528,83,518,18,
82,510,83,518,9,
71,560,72,545,16,
68,572,71,560,15,
71,560,83,561,13,
83,561,84,574,14,
83,561,90,554,14,
89,541,90,554,16,
105,541,109,553,16,
109,553,124,561,23,
140,555,152,551,16,
131,535,145,539,18,
145,539,152,551,19,
145,539,157,533,18,
157,533,163,525,14,
163,525,170,518,14,
170,518,170,510,12,
157,533,162,545,17,
152,551,162,545,16,
162,545,170,554,17,
155,556,170,554,17,
152,551,155,556,8,
170,554,173,540,17,
168,529,173,540,16,
163,525,168,529,9,
168,529,180,522,19,
180,522,186,514,14,
178,533,180,522,13,
173,540,178,533,12,
178,533,191,526,20,
191,526,201,518,18,
201,518,203,512,8,
218,515,219,500,16,
219,500,219,486,14,
219,486,221,473,15,
221,473,226,459,37,
217,457,226,459,11,
223,449,226,459,13,
217,457,223,449,14,
212,462,217,457,10,
212,462,212,470,8,
212,470,221,473,12,
209,448,223,449,17,
206,440,209,448,11,
191,435,206,440,20,
175,436,191,435,19,
159,437,175,436,19,
143,437,159,437,18,
128,432,143,437,20,
116,441,128,432,21,
110,438,116,441,9,
159,437,162,450,16,
162,450,177,449,18,
175,436,177,449,17,
186,448,191,435,18,
177,449,186,448,12,
186,448,198,451,15,
198,451,198,463,12,
184,464,198,463,15,
184,464,186,448,18,
174,463,177,449,17,
174,463,184,464,11,
162,459,174,463,16,
162,459,162,450,11,
150,450,162,450,14,
143,437,150,450,20,
223,449,232,438,20,
217,437,232,438,16,
206,440,217,437,14,
221,473,232,474,12,
232,474,234,461,15,
234,461,237,446,18,
234,461,240,473,18,
232,474,240,473,9,
239,490,240,473,18,
239,490,240,504,15,
240,504,242,516,14,
228,515,242,516,15,
218,515,228,515,10,
230,488,232,474,16,
219,486,230,488,13,
226,530,228,515,17,
211,529,226,530,16,
226,530,239,536,19,
239,536,241,524,14,
241,524,242,516,9,
239,536,239,550,14,
239,550,240,566,17,
240,566,240,579,13,
239,593,240,579,15,
225,590,239,593,17,
216,586,225,590,13,
211,577,216,586,14,
205,591,216,586,16,
225,590,225,601,11,
223,611,225,601,12,
239,593,241,605,14,
241,605,243,610,7,
274,611,279,600,16,
266,593,279,600,20,
254,591,266,593,14,
250,578,254,591,17,
248,563,250,578,17,
248,563,248,546,19,
248,546,250,532,18,
250,532,250,518,14,
242,516,250,518,10,
250,518,263,512,19,
263,512,276,507,18,
276,507,293,505,19,
293,505,302,510,14,
302,510,314,515,17,
250,532,266,531,17,
266,531,281,527,19,
281,527,286,519,13,
286,519,299,517,15,
299,517,314,515,17,
314,515,316,528,15,
293,505,306,499,19,
306,499,311,489,15,
311,489,316,481,13,
313,466,316,481,20,
306,451,313,466,22,
297,440,306,451,20,
262,498,263,512,15,
262,498,262,482,16,
262,482,269,477,12,
269,477,278,485,17,
278,485,291,489,17,
291,489,296,477,17,
269,477,276,463,21,
276,463,276,452,11,
279,600,288,589,20,
288,589,289,575,17,
289,575,289,560,15,
275,556,289,560,18,
271,544,275,556,16,
257,546,271,544,16,
257,546,257,559,13,
257,559,269,561,14,
269,561,275,556,11,
289,560,298,549,20,
286,545,298,549,16,
286,545,292,533,18,
292,533,299,538,12,
298,549,299,538,14,
298,549,307,541,17,
307,541,316,528,22,
307,541,321,541,14,
321,541,331,545,14,
326,556,331,545,16,
326,556,328,568,14,
326,577,328,568,11,
311,578,326,577,16,
297,574,311,578,18,
289,575,297,574,9,
312,549,321,541,17,
307,541,312,549,15,
312,549,314,558,11,
311,562,314,558,7,
321,541,329,530,19,
329,530,331,545,17,
316,528,329,530,15,
314,515,322,502,21,
322,502,331,491,20,
328,474,331,491,20,
321,460,328,474,21,
321,460,322,448,15,
331,491,340,487,13,
340,487,345,487,5,northFallyTavGate
288,589,303,587,17,
303,587,318,587,15,
318,587,333,585,17,
333,585,343,583,12,
343,579,343,583,4,southFallyTavGate
274,611,289,611,15,
289,611,304,610,16,
304,610,318,604,20,
318,604,330,596,20,
330,596,345,594,17,
343,583,345,594,13,
330,596,333,585,14,
289,611,292,598,16,
288,589,292,598,13,
303,587,305,599,14,
304,610,305,599,12,
316,596,318,587,11,
316,596,318,604,10,
345,594,358,594,13,
330,596,331,611,16,
331,611,339,622,19,
339,622,353,620,16,
353,620,363,609,21,
353,620,355,635,17,
354,648,355,635,14,
344,659,354,648,21,
335,662,344,659,12,
335,662,335,673,11,
325,678,335,673,15,
318,672,325,678,13,
309,678,318,672,15,
318,672,323,664,13,
323,664,324,653,14,
324,653,335,662,20,
312,657,324,653,16,
309,668,312,657,14,
299,654,312,657,16,
297,665,299,654,13,
291,659,299,654,13,
284,652,299,654,17,
324,639,324,653,14,
314,628,324,639,21,
310,616,314,628,16,
310,616,318,604,20,
304,610,310,616,12,
283,619,293,626,17,
293,626,305,630,16,
305,630,314,628,11,
303,640,305,630,12,
299,654,303,640,18,
324,639,338,643,18,
338,643,348,642,11,
348,642,354,648,12,
348,642,355,635,14,
335,636,339,622,18,
324,639,335,636,14,
322,625,324,639,16,
314,628,322,625,11,
321,616,331,611,15,
321,616,322,625,10,
318,604,321,616,15,
310,616,321,616,11,
289,611,293,626,19,
358,594,359,582,13,
343,583,359,582,17,
343,579,356,576,16,
343,579,344,565,15,
356,576,365,574,11,
365,574,366,566,9,
356,566,366,566,10,
356,566,356,576,10,
344,565,356,566,13,
343,553,344,565,13,
343,553,346,542,14,
331,545,336,548,8,
335,561,336,548,14,
328,568,335,561,14,
346,542,359,539,16,
354,551,356,566,17,
354,551,359,539,17,
359,539,368,532,16,
368,519,368,532,15,
359,509,368,519,19,
346,505,359,509,17,
346,505,347,495,11,
345,487,347,495,10,
366,566,374,555,19,
367,542,374,555,20,
367,542,368,532,11,
345,487,348,474,16,
347,460,348,474,15,
343,446,347,460,18,
343,446,352,437,18,
352,437,367,437,15,
367,437,368,446,10,
368,446,383,445,16,
383,445,384,460,16,
381,475,384,460,18,
381,475,384,490,18,
383,504,384,490,15,
382,518,383,504,15,
380,534,382,518,18,
368,532,380,534,14,
368,519,382,518,17,
359,509,365,500,15,
365,500,374,498,11,
374,498,384,490,18,
374,498,383,504,15,
345,487,358,488,14,
358,488,369,488,11,
369,488,374,498,15,
365,500,369,488,16,
370,484,381,475,20,
369,488,370,484,5,
383,504,393,494,20,
393,494,397,480,18,
393,465,397,480,19,
393,465,396,454,14,
396,454,397,463,10,
397,463,403,467,10,
403,467,407,461,12,
401,459,407,461,8,
401,459,412,457,13,
412,457,414,472,17,
404,450,412,457,15,
404,450,408,438,16,
409,484,414,472,17,
401,495,409,484,19,
401,495,405,501,10,
405,501,416,498,14,
416,498,427,495,14,
427,495,437,500,15,
437,500,448,500,11,
448,500,457,489,20,
457,489,466,480,18,
466,466,466,480,16,
466,466,480,465,15,
452,464,466,466,16,
441,457,452,464,18,
427,455,441,457,16,
431,465,441,457,18,
427,455,431,465,14,
431,465,431,474,9,
424,486,431,474,19,
424,486,427,495,14,
416,498,424,486,20,
427,495,437,488,17,
437,488,445,490,10,
445,490,448,500,13,
445,490,457,489,13,
451,479,466,480,16,
437,474,451,479,19,
431,474,437,474,6,
445,490,451,479,17,
480,465,492,459,18,
485,456,492,459,10,
480,465,485,456,14,
484,443,485,456,14,
484,432,484,443,11,
484,422,484,432,10,
484,422,489,411,16,
492,459,500,456,11,
500,456,501,451,6,
500,456,508,457,9,
508,457,520,458,13,
492,459,494,446,15,
484,443,494,446,13,
494,446,506,446,12,
506,446,508,457,15,
506,446,517,448,13,
517,448,520,458,13,
517,448,532,448,17,
532,448,532,458,10,
520,458,532,458,12,
480,465,488,476,19,
488,476,495,487,18,
495,487,501,502,21,
501,502,510,515,22,
510,515,522,523,20,
522,523,535,530,20,
535,530,549,534,18,
549,534,562,541,20,
562,541,564,554,15,
563,571,564,554,18,
504,469,508,457,16,
497,478,504,469,16,
495,487,497,478,11,
488,476,497,478,11,
504,469,509,482,18,
497,478,509,482,16,
495,487,509,482,19,
184,651,186,637,18,
186,637,192,626,17,
192,626,202,625,11,
202,625,212,620,15,
202,625,214,631,18,
198,635,202,625,14,
192,640,193,653,14,
174,628,186,637,21,
174,617,174,628,11,
167,611,174,617,13,
162,629,174,628,13,
156,642,162,629,19,
184,606,199,605,16,
184,606,185,611,6,lummyNorthPotatoGate
184,602,184,606,4,lummyNorthGarlicGate
167,611,173,608,9,
173,608,184,606,13,
172,604,173,608,5,lummyNorthWheatSouthGate
172,604,178,595,15,lummyNorthWheatNorthGate
97,663,100,649,17,
95,650,100,649,6,
88,650,95,650,7,alkharidGate
82,661,88,650,17,
79,646,88,650,13,
71,682,72,694,15,
84,693,92,696,11,
114,609,118,607,6,lummyEastChickenGate
153,615,159,616,9,lummyNorthChickensGate
562,541,577,539,17,
577,539,592,535,19,
592,535,609,531,21,
609,531,624,527,19,
624,527,640,521,22,
640,521,648,520,9,
647,528,648,520,9,
647,528,661,527,15,
646,539,647,528,12,
646,539,650,549,14,
650,549,658,555,14,
658,555,671,549,19,
671,549,682,544,16,
682,544,693,539,16,
693,539,703,534,15,
703,528,703,534,6,gnomeTreeGate
703,528,706,515,16,
703,501,706,515,17,
700,493,703,501,11,
693,493,700,493,11,
637,550,646,539,20,
626,557,637,550,18,
612,563,626,557,20,
608,569,612,563,10,
608,569,611,580,14,
611,580,613,593,15,
601,595,613,593,14,
613,593,616,604,14,
598,603,601,595,11,
587,604,598,603,12,
573,607,587,604,17,
562,606,573,607,12,
551,607,562,606,12,
549,596,551,607,13,
548,584,549,596,13,
548,584,554,575,15,
554,575,563,571,13,
563,571,578,571,15,
578,571,582,574,7,
578,571,589,570,12,
582,574,589,570,13,
589,570,590,583,14,
590,583,591,593,15,
587,604,591,593,15,
535,596,549,596,14,
527,591,535,596,13,
522,577,527,591,19,
520,563,522,577,16,
513,553,520,563,17,
502,550,513,553,14,
498,537,502,550,17,
493,525,498,537,17,
482,515,493,525,21,
472,504,482,515,21,
459,504,472,504,19,
448,500,459,504,15,
457,489,467,496,17,
467,496,472,504,13,
487,502,501,502,16,
472,504,487,502,17,
500,523,510,515,18,
493,525,500,523,9,
520,563,529,553,19,
529,553,532,538,18,
532,538,535,530,11,
557,527,562,541,19,
557,511,557,527,16,
557,500,557,511,11,
547,489,557,500,21,
541,475,547,489,20,
540,464,541,475,12,
532,458,540,464,14,
547,489,557,478,21,
115,658,116,667,10,
208,653,211,665,15,
211,665,213,675,12,
213,675,217,684,13,
215,691,217,684,9,wizardTowerDoor
138,617,145,605,19,
145,605,148,599,9,
148,599,150,595,6,lummyNorthCabbageGate
132,635,143,627,19,
152,619,153,615,5,lummyNorthSheepGate
143,627,152,619,17,
323,713,335,712,13,
335,712,346,710,13,
346,710,353,700,17,
353,700,364,696,15,
364,696,370,686,20,
370,686,371,698,13,
365,710,371,698,18,
354,711,365,710,12,
346,710,354,711,9,
365,710,376,706,15,
371,698,376,706,15,
376,706,387,703,14,
387,703,399,701,14,
399,701,410,699,13,
410,699,421,698,12,
421,698,430,689,18,
430,689,433,683,9,
433,683,437,683,4,brimhavenKaramjaGate
437,683,448,690,18,
448,690,460,689,13,
460,689,473,687,15,
473,687,479,678,15,
479,667,479,678,11,
469,659,479,667,18,
467,647,469,659,14,
458,662,469,659,14,
446,669,458,662,19,
437,674,446,669,14,
437,674,437,683,9,
479,667,488,673,15,
488,673,497,669,13,
497,658,497,669,13,
486,652,497,658,19,
473,687,480,694,14,
476,704,480,694,14,
468,713,476,704,25,
464,725,468,713,20,
464,725,464,737,12,
464,737,464,749,12,
464,749,465,760,12,
463,771,465,760,13,
462,783,463,771,13,
458,796,462,783,17,
457,810,458,796,17,
446,818,457,810,19,
443,829,446,818,14,
443,829,447,840,15,
434,815,446,818,15,
421,815,434,815,13,
407,815,421,815,14,
394,815,407,815,13,
380,816,394,815,15,
371,825,380,816,18,
371,825,365,815,16,
365,815,380,816,16,
380,816,378,803,15,
378,803,380,791,14,
380,791,382,779,14,
382,779,384,766,15,
384,766,396,766,16,
396,766,407,769,14,
407,769,417,763,16,
417,763,420,751,15,
420,751,431,746,16,
431,746,439,736,18,
439,736,450,735,12,
450,735,455,728,12,
455,728,464,725,12,
448,850,448,861,13,
448,861,435,863,15,
435,863,421,863,14,
421,863,408,862,14,
408,862,396,863,13,
396,863,383,860,16,
383,860,383,850,10,
383,850,396,851,20,shiloVillageEntrance
396,851,403,852,8,
403,852,406,843,12,
406,843,406,831,12,
406,831,414,830,9,
414,830,424,826,18,
406,831,395,828,14,
110,438,96,438,14,
96,438,83,438,15,
83,438,75,442,18,
61,729,63,739,-1,shantayPass
613,593,622,590,12,
587,604,593,613,15,
593,613,600,620,14,
600,620,600,632,12,
277,644,277,653,13,
277,653,277,649,4,gerrantHouseDoor
